1.000000000000000000e+00,1.325831413269042969e-01
6.040404040404040664e+00,2.048919200897216797e-01
1.108080808080808133e+01,2.107329368591308594e-01
1.612121212121212110e+01,2.046349048614501953e-01
2.116161616161616266e+01,2.069840431213378906e-01
2.620202020202020421e+01,2.171480655670166016e-01
3.124242424242424221e+01,2.197048664093017578e-01
3.628282828282828376e+01,2.251350879669189453e-01
4.132323232323232531e+01,2.198779582977294922e-01
4.636363636363636687e+01,2.289381027221679688e-01
5.140404040404040842e+01,2.277019023895263672e-01
5.644444444444444997e+01,2.382419109344482422e-01
6.148484848484848442e+01,2.331581115722656250e-01
6.652525252525252597e+01,2.400510311126708984e-01
7.156565656565656752e+01,2.437050342559814453e-01
7.660606060606060908e+01,2.508289813995361328e-01
8.164646464646465063e+01,2.569000720977783203e-01
8.668686868686869218e+01,2.509820461273193359e-01
9.172727272727273373e+01,2.525291442871093750e-01
9.676767676767677528e+01,2.638759613037109375e-01
1.018080808080808168e+02,2.625570297241210938e-01
1.068484848484848584e+02,2.664849758148193359e-01
1.118888888888888999e+02,2.658810615539550781e-01
1.169292929292929415e+02,2.645409107208251953e-01
1.219696969696969688e+02,2.792727947235107422e-01
1.270101010101010104e+02,2.671868801116943359e-01
1.320505050505050519e+02,2.895681858062744141e-01
1.370909090909090935e+02,2.858550548553466797e-01
1.421313131313131350e+02,2.849359512329101562e-01
1.471717171717171766e+02,2.921900749206542969e-01
1.522121212121212182e+02,2.999019622802734375e-01
1.572525252525252597e+02,3.195490837097167969e-01
1.622929292929293013e+02,3.023819923400878906e-01
1.673333333333333428e+02,3.138680458068847656e-01
1.723737373737373844e+02,3.112139701843261719e-01
1.774141414141414259e+02,3.150360584259033203e-01
1.824545454545454675e+02,3.156130313873291016e-01
1.874949494949495090e+02,3.371930122375488281e-01
1.925353535353535506e+02,3.219192028045654297e-01
1.975757575757575921e+02,3.220100402832031250e-01
2.026161616161616337e+02,3.363959789276123047e-01
2.076565656565656752e+02,3.433439731597900391e-01
2.126969696969697168e+02,3.925390243530273438e-01
2.177373737373737583e+02,4.138569831848144531e-01
2.227777777777777999e+02,3.401780128479003906e-01
2.278181818181818414e+02,3.411171436309814453e-01
2.328585858585858830e+02,3.614530563354492188e-01
2.378989898989899245e+02,3.533768653869628906e-01
2.429393939393939377e+02,4.274370670318603516e-01
2.479797979797979792e+02,3.889207839965820312e-01
2.530202020202020208e+02,5.250248908996582031e-01
2.580606060606060623e+02,3.606369495391845703e-01
2.631010101010101039e+02,3.711211681365966797e-01
2.681414141414141454e+02,3.821039199829101562e-01
2.731818181818181870e+02,3.609130382537841797e-01
2.782222222222222285e+02,3.824119567871093750e-01
2.832626262626262701e+02,3.707928657531738281e-01
2.883030303030303116e+02,3.879220485687255859e-01
2.933434343434343532e+02,3.971819877624511719e-01
2.983838383838383947e+02,4.017639160156250000e-01
3.034242424242424363e+02,3.843588829040527344e-01
3.084646464646464779e+02,3.976140022277832031e-01
3.135050505050505194e+02,3.956959247589111328e-01
3.185454545454545610e+02,4.107718467712402344e-01
3.235858585858586025e+02,4.076650142669677734e-01
3.286262626262626441e+02,4.194178581237792969e-01
3.336666666666666856e+02,4.328238964080810547e-01
3.387070707070707272e+02,4.085040092468261719e-01
3.437474747474747687e+02,4.233639240264892578e-01
3.487878787878788103e+02,4.124689102172851562e-01
3.538282828282828518e+02,4.394099712371826172e-01
3.588686868686868934e+02,4.815080165863037109e-01
3.639090909090909349e+02,4.343609809875488281e-01
3.689494949494949765e+02,4.416589736938476562e-01
3.739898989898990180e+02,5.789680480957031250e-01
3.790303030303030596e+02,4.585790634155273438e-01
3.840707070707071011e+02,4.221129417419433594e-01
3.891111111111111427e+02,4.354329109191894531e-01
3.941515151515151842e+02,5.386009216308593750e-01
3.991919191919192258e+02,4.657740592956542969e-01
4.042323232323232673e+02,4.943981170654296875e-01
4.092727272727273089e+02,4.598538875579833984e-01
4.143131313131313505e+02,4.563119411468505859e-01
4.193535353535353920e+02,4.496819972991943359e-01
4.243939393939394336e+02,4.626400470733642578e-01
4.294343434343434751e+02,4.698979854583740234e-01
4.344747474747475167e+02,4.775791168212890625e-01
4.395151515151515582e+02,4.680299758911132812e-01
4.445555555555555998e+02,4.648489952087402344e-01
4.495959595959596413e+02,4.775538444519042969e-01
4.546363636363636829e+02,4.686031341552734375e-01
4.596767676767677244e+02,4.903519153594970703e-01
4.647171717171717660e+02,4.869501590728759766e-01
4.697575757575758075e+02,4.907188415527343750e-01
4.747979797979798491e+02,4.768421649932861328e-01
4.798383838383838906e+02,4.756669998168945312e-01
4.848787878787878753e+02,5.054700374603271484e-01
4.899191919191919169e+02,5.230388641357421875e-01
4.949595959595959584e+02,5.016658306121826172e-01
5.000000000000000000e+02,5.251190662384033203e-01
