1.000000000000000000e+00,1.729011535644531250e-03
6.040404040404040664e+00,1.044011116027832031e-02
1.108080808080808133e+01,1.951694488525390625e-02
1.612121212121212110e+01,2.979898452758789062e-02
2.116161616161616266e+01,3.897190093994140625e-02
2.620202020202020421e+01,4.776310920715332031e-02
3.124242424242424221e+01,6.091809272766113281e-02
3.628282828282828376e+01,6.741809844970703125e-02
4.132323232323232531e+01,7.712793350219726562e-02
4.636363636363636687e+01,8.734917640686035156e-02
5.140404040404040842e+01,9.637784957885742188e-02
5.644444444444444997e+01,1.130211353302001953e-01
6.148484848484848442e+01,1.212520599365234375e-01
6.652525252525252597e+01,1.335520744323730469e-01
7.156565656565656752e+01,1.413350105285644531e-01
7.660606060606060908e+01,1.564378738403320312e-01
8.164646464646465063e+01,1.630351543426513672e-01
8.668686868686869218e+01,1.807770729064941406e-01
9.172727272727273373e+01,1.870629787445068359e-01
9.676767676767677528e+01,1.981010437011718750e-01
1.018080808080808168e+02,2.203540802001953125e-01
1.068484848484848584e+02,2.289860248565673828e-01
1.118888888888888999e+02,2.482059001922607422e-01
1.169292929292929415e+02,2.562489509582519531e-01
1.219696969696969688e+02,2.702970504760742188e-01
1.270101010101010104e+02,2.813417911529541016e-01
1.320505050505050519e+02,2.970709800720214844e-01
1.370909090909090935e+02,3.070600032806396484e-01
1.421313131313131350e+02,3.209679126739501953e-01
1.471717171717171766e+02,3.311460018157958984e-01
1.522121212121212182e+02,3.611378669738769531e-01
1.572525252525252597e+02,3.712611198425292969e-01
1.622929292929293013e+02,3.804728984832763672e-01
1.673333333333333428e+02,3.956809043884277344e-01
1.723737373737373844e+02,4.093461036682128906e-01
1.774141414141414259e+02,4.228620529174804688e-01
1.824545454545454675e+02,4.317131042480468750e-01
1.874949494949495090e+02,4.513740539550781250e-01
1.925353535353535506e+02,4.693360328674316406e-01
1.975757575757575921e+02,4.990620613098144531e-01
2.026161616161616337e+02,5.044310092926025391e-01
2.076565656565656752e+02,5.586469173431396484e-01
2.126969696969697168e+02,6.070380210876464844e-01
2.177373737373737583e+02,5.538029670715332031e-01
2.227777777777777999e+02,5.578219890594482422e-01
2.278181818181818414e+02,5.878601074218750000e-01
2.328585858585858830e+02,6.284470558166503906e-01
2.378989898989899245e+02,6.294419765472412109e-01
2.429393939393939377e+02,7.488648891448974609e-01
2.479797979797979792e+02,8.361380100250244141e-01
2.530202020202020208e+02,7.279798984527587891e-01
2.580606060606060623e+02,7.720749378204345703e-01
2.631010101010101039e+02,7.024581432342529297e-01
2.681414141414141454e+02,7.287080287933349609e-01
2.731818181818181870e+02,7.517440319061279297e-01
2.782222222222222285e+02,7.845160961151123047e-01
2.832626262626262701e+02,7.868349552154541016e-01
2.883030303030303116e+02,8.313140869140625000e-01
2.933434343434343532e+02,8.275971412658691406e-01
2.983838383838383947e+02,8.489260673522949219e-01
3.034242424242424363e+02,8.580720424652099609e-01
3.084646464646464779e+02,8.804199695587158203e-01
3.135050505050505194e+02,9.215888977050781250e-01
3.185454545454545610e+02,9.385960102081298828e-01
3.235858585858586025e+02,9.441471099853515625e-01
3.286262626262626441e+02,9.990239143371582031e-01
3.336666666666666856e+02,9.843468666076660156e-01
3.387070707070707272e+02,1.011020183563232422e+00
3.437474747474747687e+02,1.023281812667846680e+00
3.487878787878788103e+02,1.059054136276245117e+00
3.538282828282828518e+02,1.064209938049316406e+00
3.588686868686868934e+02,1.236235141754150391e+00
3.639090909090909349e+02,1.118686914443969727e+00
3.689494949494949765e+02,1.290804862976074219e+00
3.739898989898990180e+02,1.355365991592407227e+00
3.790303030303030596e+02,1.239078044891357422e+00
3.840707070707071011e+02,1.236415863037109375e+00
3.891111111111111427e+02,1.245979070663452148e+00
3.941515151515151842e+02,1.367418050765991211e+00
3.991919191919192258e+02,1.369467973709106445e+00
4.042323232323232673e+02,1.350603818893432617e+00
4.092727272727273089e+02,1.307971954345703125e+00
4.143131313131313505e+02,1.320370912551879883e+00
4.193535353535353920e+02,1.369797945022583008e+00
4.243939393939394336e+02,1.379172086715698242e+00
4.294343434343434751e+02,1.401427030563354492e+00
4.344747474747475167e+02,1.422371149063110352e+00
4.395151515151515582e+02,1.484793901443481445e+00
4.445555555555555998e+02,1.477195978164672852e+00
4.495959595959596413e+02,1.618315935134887695e+00
4.546363636363636829e+02,1.527771949768066406e+00
4.596767676767677244e+02,1.559514999389648438e+00
4.647171717171717660e+02,1.602515935897827148e+00
4.697575757575758075e+02,1.607869863510131836e+00
4.747979797979798491e+02,1.602185964584350586e+00
4.798383838383838906e+02,1.646977901458740234e+00
4.848787878787878753e+02,1.679275989532470703e+00
4.899191919191919169e+02,1.689788818359375000e+00
4.949595959595959584e+02,1.749567031860351562e+00
5.000000000000000000e+02,1.761135101318359375e+00
